"year","songtitle","artistname","en_loudness","en_duration","en_mode","en_mode_confidence","en_tempo","en_tempo_confidence","en_key","en_key_confidence","en_numsections","en_energy","loudness_0_min","loudness_0_mean","loudness_0_max","loudness_1_min","loudness_1_mean","loudness_1_max","loudness_2_min","loudness_2_mean","loudness_2_max","pitch_0_min","pitch_0_mean","pitch_0_max","pitch_1_min","pitch_1_mean","pitch_1_max","pitch_2_min","pitch_2_mean","pitch_2_max","pitch_3_min","pitch_3_mean","pitch_3_max","pitch_4_min","pitch_4_mean","pitch_4_max","pitch_5_min","pitch_5_mean","pitch_5_max","pitch_6_min","pitch_6_mean","pitch_6_max","pitch_7_min","pitch_7_mean","pitch_7_max","pitch_8_min","pitch_8_mean","pitch_8_max","pitch_9_min","pitch_9_mean","pitch_9_max","pitch_10_min","pitch_10_mean","pitch_10_max","pitch_11_min","pitch_11_mean","pitch_11_max","timbre_0_min","timbre_0_mean","timbre_0_max","timbre_1_min","timbre_1_mean","timbre_1_max","timbre_2_min","timbre_2_mean","timbre_2_max","timbre_3_min","timbre_3_mean","timbre_3_max","timbre_4_min","timbre_4_mean","timbre_4_max","timbre_5_min","timbre_5_mean","timbre_5_max","timbre_6_min","timbre_6_mean","timbre_6_max","timbre_7_min","timbre_7_mean","timbre_7_max","timbre_8_min","timbre_8_mean","timbre_8_max","timbre_9_min","timbre_9_mean","timbre_9_max","timbre_10_min","timbre_10_mean","timbre_10_max","timbre_11_min","timbre_11_mean","timbre_11_max","top10"
1994,"You Mean The World To Me","Toni Braxton",-15.412,288.7571,1,0.369,167.403,0.58,"B",0.328,16,0.407845351,-56.648,-56.648,-11.244,0.00887,0.77347,1.82948,-60,-60,-15.571,0.009,0.715,1,0.006,0.427,1,0.006,0.249,1,0.009,0.136,1,0.004,0.232,1,0.005,0.246,1,0.012,0.78,1,0.006,1,1,0.004,0.474,1,0.005,0.458,1,0.006,0.914,1,0.006,0.58,1,0.522,0.522,44.684,-47.939,159.147,196.604,-167.063,8.204,143.957,-182.816,-41.252,122.555,-82.688,60.909,98.954,-93.726,-50.526,131.879,-79.474,13.553,57.477,-68.256,-10.779,73.608,-61.202,-26.668,74.961,-69.492,2.438,59.167,-53.875,-8.327,59.509,-63.338,-8.091,78.108,1
1994,"The Sign","Ace Of Base",-6.989,189.79374,0,0.5,97.009,1,"E",0.7,8,0.833716449,-60,-60,-0.888,0,0,0.18608,-60,-60,-5.973,0.007,1,1,0.009,1,1,0.008,1,1,0.009,1,1,0.006,1,1,0.011,1,1,0.014,1,1,0.009,1,1,0.007,1,1,0.009,1,1,0.007,1,1,0.007,1,1,0,0,55.673,-185.727,171.13,278.602,-168.615,9.469,163.754,-123.76,-28.48,266.104,-24.286,57.491,164.442,-126.191,-50.067,125.626,-87.89,14.833,105.752,-69.172,5.359,100.753,-87.432,-27.228,49.165,-63.929,0.973,69.903,-97.389,-10.64,82.394,-46.642,-7.228,63.758,1
1994,"Return To Innocence","Enigma",-6.313,244.69143,1,0.539,88.009,0.875,"A#",0.61,10,0.798603723,-60,-60,0.623,-5e-05,0,0.48117,-60,-60,-3.638,0.014,0.598,1,0.007,0.527,1,0.015,0.706,1,0.008,1,1,0.005,0.704,1,0.007,0.472,1,0.023,0.314,1,0.014,0.259,1,0.01,0.278,1,0.036,0.295,1,0.014,0.34,1,0.009,0.227,1,0.049,0.049,57.51,-106.37,170.382,170.382,-79.497,10.246,189.462,-185.631,-29.704,99.347,-53.619,57.733,127.055,-71.565,-50.61,43.867,-87.796,15.053,70.279,-51.657,3.777,74.321,-62.216,-27.24,59.85,-46.268,0.626,47.957,-62.816,-9.431,41.82,-41.558,-7.412,36.357,1
1994,"Bump N  Grind","R. Kelly",-6.736,255.09333,1,0.537,70.125,0,"E",0.542,10,0.53962071,-60,-60,-0.082,0,0,0.3546,-60,-60,-6.151,0.009,1,1,0.004,0.982,1,0.003,0.376,1,0.003,0.331,1,0.009,0.296,1,0.005,0.295,1,0.003,0.282,1,0.002,0.265,1,0.003,0.254,1,0.003,0.223,1,0.007,0.216,1,0.006,0.425,1,0,0,56.104,-51.303,171.13,191.453,-135.236,9.469,213.173,-291.635,-28.48,177.08,-32.056,57.491,134.02,-98.632,-50.067,126.754,-133.559,14.833,84.743,-72.277,5.359,77.455,-80.828,-27.228,68.814,-39.072,0.973,62.367,-126.47,-10.64,66.364,-67.529,-7.228,53.902,1
1994,"Mmm Mmm Mmm Mmm","Crash Test Dummies",-10.295,214.66667,1,0.79,93.831,0.954,"D#",0.804,9,0.498957395,-60,-60,-3.87,0,0,0.83071,-60,-60,-8.473,0.004,1,1,0.003,0.982,1,0.004,0.98,1,0.004,0.831,1,0.003,0.815,1,0.008,0.773,1,0.007,0.756,1,0.004,0.756,1,0.004,0.671,1,0.006,0.681,1,0.004,0.606,1,0.003,0.506,1,0,0,52.002,-107.912,171.13,171.13,-110.122,9.469,95.24,-139.474,-28.48,169.656,-76.755,57.491,97.536,-90.687,-50.067,100.011,-74.308,14.833,52.492,-76.064,5.359,85.68,-84.184,-27.228,69.346,-68.048,0.973,84.347,-50.591,-10.64,55.477,-49.234,-7.228,42.963,1
1994,"The Power Of Love","Celine Dion",-8.716,285.46667,1,0.654,139.825,0.222,"G",0.669,13,0.688773583,-27.282,-21.933,-1.058,0.00044,0.31927,4.07764,-39.133,-29.35,-5.841,0.009,1,1,0.008,0.715,1,0.008,0.527,1,0.009,0.287,1,0.007,0.409,1,0.005,0.331,1,0.012,0.251,1,0.008,0.2,1,0.011,0.211,1,0.006,0.293,1,0.004,0.221,1,0.004,0.196,1,30.914,34.879,54.723,-73.512,156.495,276.17,-105.61,77.129,230.283,-126.051,7.66,114.522,-44.175,-1.043,116.544,-95.073,-19.106,56.344,-117.284,58.606,89.021,-86.057,-5.461,100.067,-57.964,-2.428,56.994,-54.146,-3.526,76.736,-50.828,15.929,49.013,-45.162,19.714,73.1,1
1994,"Now And Forever","Richard Marx",-14.084,213.80027,1,0.602,77.998,0.409,"G",0.507,10,0.206851308,-58.763,-58.763,-4.06,0.00522,0.27283,0.90209,-60,-60,-9.602,0.001,1,1,0.001,0.792,1,0.005,0.1,1,0.001,0.036,1,0.001,0.04,1,0.001,0.074,1,0.003,0.13,1,0.017,0.112,1,0.006,0.157,1,0.002,0.241,1,0.001,0.305,1,0.003,0.475,1,0.082,0.082,51.242,-104.614,169.406,191.389,-131.423,6.908,81.098,-272.603,-30.805,85.397,-62.638,55.375,113.47,-69.892,-50.421,87.988,-94.816,16.278,38.033,-88.623,3.557,51.922,-59.826,-27.172,69.219,-48.454,1.431,64.042,-55.083,-11.159,44.195,-56.032,-6.742,38.196,1
1994,"So Much In Love","All-4-One",-14.15,212.04,1,0.574,69.998,0.213,"D#",0.538,10,0.187098756,-57.835,-57.835,-5.066,0.00065,0.07795,0.54113,-60,-60,-9.258,0.005,1,1,0.004,0.751,1,0.005,0.194,1,0.003,0.198,1,0.004,0.187,1,0.002,0.256,1,0.003,0.422,1,0.003,0.34,1,0.003,0.548,1,0.004,0.544,1,0.003,0.75,1,0.004,0.187,1,1.194,1.194,51.439,-127.944,145.372,210.584,-137.816,-13.716,158.616,-193.343,-49.135,111.86,-40.499,47.681,174.14,-81.591,-41.266,192.896,-113.053,13.168,55.728,-93.611,-7.146,65.109,-64.76,-34.351,46.512,-50.475,10.245,78.809,-67.791,-13.392,40.001,-73.893,0.208,40.486,1
1994,"Loser","Beck",-10.86,235.09007,1,0.186,85.418,0.978,"G",0.003,10,0.592105518,-60,-60,-3.755,0,0,0.2846,-60,-60,-10.488,0.043,1,1,0.038,1,1,0.02,1,1,0.024,1,1,0.035,1,1,0.034,1,1,0.032,1,1,0.024,1,1,0.024,1,1,0.021,1,1,0.017,1,1,0.007,1,1,0.966,0.966,51.791,-62.208,170.004,376.415,-130.937,26.108,95.938,-184.267,-54.028,151.935,-69.82,56.054,112.683,-81.015,-63.97,105.164,-66.618,20.946,48.022,-83.633,-7.417,121.658,-60.737,-26.795,61.76,-46.428,-0.018,83.15,-129.191,16.469,51.599,-51.671,-10.465,50.005,1
1994,"Whatta Man","Salt-N-Pepa",-17.541,266.84036,1,0.402,173.097,0.374,"F#",0.504,12,0.416060035,-57.707,-29.02,-11.729,0.00732,0.27213,0.47532,-59.883,-59.883,-19.02,0.005,0.069,1,0.009,0.021,1,0.007,0.036,1,0.004,0.036,1,0.004,0.044,1,0.007,0.071,1,0.016,0.094,1,0.018,0.115,1,0.016,0.111,1,0.005,0.126,1,0.005,0.339,1,0.003,1,1,1.425,13.239,42.493,-92.365,97.554,219.13,-150.009,19.671,289.036,-270.159,-270.159,177.176,-118.579,19.899,118.407,-81.456,5.796,164.039,-135.13,4.285,87.878,-113.787,-57.744,111.918,-60.352,-42.209,88.857,-67.497,50.089,94.858,-75.629,40.768,52.949,-58.767,-9.704,53.209,1
1994,"Breathe Again","Toni Braxton",-7.072,268.85179,1,0.526,154.102,0.468,"C",0.522,12,0.681971189,-60,-60,-2.716,0,0,0.34907,-60,-60,-5.991,0.008,1,1,0.005,1,1,0.006,1,1,0.002,1,1,0.008,1,1,0.003,1,1,0.002,1,1,0.005,1,1,0.004,1,1,0.001,1,1,0.001,1,1,0.004,1,1,0,0,53.37,-89.952,171.13,334.042,-140.416,9.469,152.718,-254.427,-28.48,209.273,-89.705,57.491,75.717,-94.098,-50.067,99.044,-124.13,14.833,83.043,-112.701,5.359,166.483,-45.014,-27.228,79.231,-65.54,0.973,59.113,-58.525,-10.64,52.443,-82.347,-7.228,69.738,1
1994,"Because Of Love","Janet Jackson",-14.24,248.78975,1,0.701,112.298,0.822,"A#",0.688,11,0.561518022,-54.795,-44.702,-9.471,0.00678,0.05502,0.21932,-60,-60,-15.097,0.055,0.693,1,0.036,0.28,1,0.026,0.359,1,0.026,0.599,1,0.033,0.282,1,0.016,0.271,1,0.033,0.438,1,0.049,1,1,0.021,0.383,1,0.018,0.105,1,0.027,0.151,1,0.012,0.222,1,2.884,8.115,45.503,-149.713,91.002,146.405,-159.302,84.607,142.748,-109.235,-1.901,238.346,-36.616,41,89.174,-165.136,46.253,120.173,-87.469,145.382,208.391,-127.802,29.651,68.798,-102.314,-81.124,43.935,-60.576,40.864,54.158,-81.272,-35.742,64.254,-39.93,24.819,51.929,1
1994,"Understanding","Xscape",-10.782,341.46667,1,0.481,137.803,0.351,"G",0.324,13,0.447906946,-59.851,-59.851,-1.585,-0.00107,0.06043,0.67546,-60,-60,-6.36,0.002,1,1,0.003,0.774,1,0.003,0.742,1,0.002,0.591,1,0.002,0.422,1,0.006,0.429,1,0.008,0.932,1,0.007,0.479,1,0.004,0.871,1,0.005,0.895,1,0.003,0.642,1,0.002,0.29,1,0.147,0.147,54.338,-153.363,168.317,196.289,-191.942,3.588,148.187,-244.493,-30.929,171.542,-79.116,52.843,134.033,-107.097,-50.316,186.4,-100.021,18.438,104.286,-103.41,5.196,82.043,-79.664,-26.467,59.059,-59.697,2.677,66.303,-92.149,-11.176,49.875,-45.638,-7.752,76.872,1
1994,"Getto Jam","Domino",-12.51,259.28,1,0.387,86.588,1,"D",0.48,13,0.523964472,-59.747,-59.747,-6.364,0.002,0.18817,0.20807,-60,-60,-11.87,0.006,1,1,0.007,0.581,1,0.004,0.308,1,0.005,0.117,1,0.006,0.136,1,0.006,0.483,1,0.005,0.525,1,0.002,0.174,1,0.005,0.11,1,0.003,0.116,1,0.003,0.183,1,0.006,0.683,1,0.079,0.079,48.572,-121.167,170.808,212.476,-155.393,7.421,83.364,-142.371,-29.975,132.783,-60.373,55.234,113.403,-105.425,-50.254,87.271,-79.088,16.463,77.144,-94.15,6.097,109.154,-53.523,-25.98,60.541,-63.314,2.203,75.633,-74.885,-10.274,44.741,-58.58,-7.683,35.988,1
1994,"Linger","The Cranberries",-15.317,274.77007,1,0.773,94.857,0.615,"G",1,17,0.440130834,-58.625,-58.625,-8.333,0.0021,0.58903,0.58903,-60,-60,-11.639,0.002,0.205,1,0.006,0.262,1,0.005,0.491,1,0.002,0.384,1,0.005,0.444,1,0.004,0.277,0.886,0.014,0.412,1,0.007,1,1,0.006,0.769,1,0.013,0.257,1,0.007,0.202,1,0.003,0.228,1,0.136,0.136,49.27,-42.331,172.555,213.803,-166.32,13.272,141.621,-125.896,-32.059,147.718,-54.682,54.779,63.927,-70.087,-50.957,63.38,-90.243,14.803,55.43,-64.652,4.703,48.733,-46.851,-26.649,25.512,-39.336,1.308,36.819,-40.531,-6.476,26.289,-47.178,-8.455,32.472,1
1994,"All That She Wants","Ace Of Base",-9.242,211.63211,1,0.418,93.76,0.976,"B",0.143,10,0.639458252,-60,-60,-2.189,0,0,0.22036,-60,-60,-7.273,0.012,1,1,0.02,0.985,1,0.004,0.467,1,0.007,0.414,1,0.009,0.385,1,0.009,0.399,1,0.004,0.399,1,0.005,0.39,1,0.002,0.387,1,0.002,0.36,1,0.004,0.349,1,0.001,0.535,1,0,0,54.612,-199.05,171.13,271.83,-202.813,9.469,185.963,-144.438,-28.48,152.208,-77.549,57.491,188.369,-126.75,-50.067,118.812,-100.297,14.833,118.14,-91.522,5.359,102.834,-102.983,-27.228,47.155,-74.876,0.973,104.231,-97.29,-10.64,65.935,-64.671,-7.228,42.125,1
1994,"Again","Janet Jackson",-12.563,230.53016,1,0.563,129.833,0,"F",0.539,11,0.237536415,-60,-60,-2.965,0,0,1.11528,-60,-60,-7.02,0.009,0.936,1,0.006,1,1,0.003,0.706,1,0.002,0.563,1,0.007,0.547,1,0.002,0.502,1,0.002,0.451,0.948,0.005,0.452,1,0.003,0.478,1,0.001,0.593,1,0.001,0.71,1,0.008,0.793,1,0,0,54.733,-144.057,171.13,171.13,-79.538,9.469,121.933,-162.43,-28.48,145.375,-46.835,57.491,102.593,-73.055,-50.067,162.856,-89.471,14.833,50.117,-94.578,5.359,61.174,-56.694,-27.228,55.047,-52.61,0.973,59.842,-49.95,-10.64,74.787,-30.488,-7.228,55.275,1
1994,"Please Forgive Me","Bryan Adams",-17.046,302.44526,1,0.679,134.714,0.538,"A",0.676,14,0.177075233,-40.385,-40.385,-10.99,0.00884,0.12958,0.49782,-60,-60,-16.07,0.003,0.032,1,0.004,0.153,1,0.004,1,1,0.005,0.18,1,0.008,0.055,1,0.003,0.088,1,0.005,0.159,1,0.003,0.065,1,0.002,0.065,1,0.003,0.228,1,0.005,0.083,1,0.005,0.065,1,8.034,8.034,45.858,-163.045,168.821,168.821,-146.283,20.786,77.687,-199.719,-199.719,110.797,-66.881,68.547,97.796,-87.771,-17.237,111.925,-89.09,0.755,72.351,-85.08,-14.503,90.096,-49.024,-18.84,66.608,-54.409,18.919,46.475,-65.525,1.578,36.858,-50.394,9.896,68.619,1
1994,"Can We Talk","Tevin Campbell",-10.51,281.25995,1,0.363,86.168,1,"F",0.266,11,0.633551584,-50.429,-11.964,-3.522,0.00134,0.07313,0.37516,-60,-60,-11.23,0.011,0.101,1,0.016,0.016,1,0.008,0.011,1,0.007,0.014,1,0.006,0.111,1,0.007,0.012,1,0.009,0.011,1,0.009,0.062,1,0.005,0.089,1,0.005,1,1,0.01,0.183,1,0.002,0.029,1,6.059,25.227,51.031,-105.343,73.217,164.387,-192.087,30.839,204.924,-265.343,-265.343,256.95,-58.982,60.049,143.446,-127.226,206.201,206.201,-52.346,52.73,95.341,-83.139,-41.36,81.498,-55.702,-15.812,37.037,-77.449,64.626,65.219,-87.152,-62.975,64.071,-66.884,15.905,54.428,1
1994,"Whoomp! (There It Is)","Tag Team",-6.13,225.53333,0,0.14,129.333,0.955,"B",0.018,15,0.674827623,-59.864,-59.864,-0.121,0.00144,0.29313,0.39584,-60,-60,-5.404,0.007,1,1,0.007,0.705,1,0.002,0.146,1,0.003,0.162,1,0.008,0.165,1,0.003,0.203,1,0.002,0.097,1,0.001,0.134,1,0.002,0.152,1,0.001,0.087,1,0.001,0.083,1,0.001,0.243,1,0.006,0.006,55.157,-27.893,171.017,248.416,-168.732,9.213,213.308,-191.517,-28.642,231.045,-52.283,57.26,162.878,-120.413,-50.115,121.971,-66.503,15.077,93.393,-82.086,5.275,89.259,-81.403,-27.165,41.206,-45.191,1.065,86.33,-82.912,-10.735,65.99,-66.412,-7.298,45.3,1
1993,"Whats My Name?","Snoop Dogg",-9.579,251.95057,1,0.362,96.387,1,"D",0.141,12,0.709801555,-40.731,-11.214,-3.442,0.00673,0.05841,0.19848,-59.984,-59.984,-9.485,0.011,0.882,1,0.008,0.625,1,0.008,1,1,0.007,0.656,1,0.016,0.594,1,0.006,0.772,1,0.017,0.682,1,0.008,0.921,1,0.003,0.714,1,0.007,0.585,1,0.007,0.674,1,0.005,0.644,1,15.639,39.616,52.01,-41.201,86.029,174.09,-120.641,-27.878,72.245,-139.543,-94.103,95.235,-64.603,-0.719,97.274,-87.202,184.308,184.308,-79.479,38.266,75.728,-85.258,34.169,108.381,-66.262,5.011,56.124,-52.025,63.41,88.223,-75.091,121.153,121.153,-38.612,-4.5,51.254,1
1993,"Just Kickin It","Xscape",-13.883,211.96,1,0.344,80.89,0.569,"E",0.221,7,0.427782075,-59.991,-59.964,-6.19,0,0.07154,0.29045,-60,-60,-11.821,0.008,1,1,0.012,0.795,1,0.012,0.343,1,0.01,0.286,1,0.015,0.421,1,0.007,0.632,1,0.009,0.466,1,0.002,0.2,1,0.002,0.434,1,0.002,0.48,1,0.003,0.867,1,0.004,0.14,1,0.062,0.062,49.873,-171.929,169.917,192.011,-201.354,7.132,131.884,-183.437,-29.888,348.272,-59.294,55.528,104.333,-205.695,-50.215,213.368,-97.174,16.423,115,-65.508,4.75,92.089,-63.411,-26.954,72.021,-74.076,1.7,80.073,-77.696,-11.144,59.762,-61.282,-7.286,52.079,1
1993,"Just Kickin  It","Xscape",-13.883,211.96,1,0.344,80.89,0.569,"E",0.221,7,0.427782075,-59.991,-59.964,-6.19,0,0.07154,0.29045,-60,-60,-11.821,0.008,1,1,0.012,0.795,1,0.012,0.343,1,0.01,0.286,1,0.015,0.421,1,0.007,0.632,1,0.009,0.466,1,0.002,0.2,1,0.002,0.434,1,0.002,0.48,1,0.003,0.867,1,0.004,0.14,1,0.062,0.062,49.873,-171.929,169.917,192.011,-201.354,7.132,131.884,-183.437,-29.888,348.272,-59.294,55.528,104.333,-205.695,-50.215,213.368,-97.174,16.423,115,-65.508,4.75,92.089,-63.411,-26.954,72.021,-74.076,1.7,80.073,-77.696,-11.144,59.762,-61.282,-7.286,52.079,1
